ticket_id,ticket_text,category
TKT-138731,Waiting for refund since last week after latest update,Refund Request
TKT-138732,Cancelled order but refund pending in mobile application,Refund Request
TKT-138733,Fund transfer processing slowly on web portal,Transaction Delay
TKT-138734,Unable to login after password reset in mobile application,Account Locked
TKT-138735,Transaction confirmation not received while using net banking,Transaction Delay
TKT-138736,Unable to complete payment via UPI after latest update,Payment Failure
TKT-138737,Subscription payment failed for international transaction,Subscription Issue
TKT-138738,Auto renewal not working after retrying multiple times,Subscription Issue
TKT-138739,Pending payment not updated during peak traffic,Transaction Delay
TKT-138740,Address proof not accepted while using net banking,KYC Verification
TKT-138741,Identity verification rejected for international transaction,KYC Verification
TKT-138742,Authentication failed repeatedly in mobile application,Account Locked
TKT-138743,Cancelled order but refund pending for last 2 hours,Refund Request
TKT-138744,Login blocked after suspicious activity for international transaction,Account Locked
TKT-138745,Pending payment not updated on web portal,Transaction Delay
TKT-138746,Card used without authorization after retrying multiple times,Fraud Alert
TKT-138747,Unauthorized transaction detected after latest update,Fraud Alert
TKT-138748,Service unavailable during API request since morning,API Failure
TKT-138749,Plan benefits not activated while using net banking,Subscription Issue
TKT-138750,Subscription payment failed since morning,Subscription Issue
TKT-138751,Pending payment not updated since morning,Transaction Delay
TKT-138752,Billing issue for subscription plan after retrying multiple times,Subscription Issue
TKT-138753,Fraudulent transfer detected after latest update,Fraud Alert
TKT-138754,Verification process stuck in mobile application,KYC Verification
TKT-138755,Invalid response from backend API during checkout,API Failure
TKT-138756,Identity verification rejected for last 2 hours,KYC Verification
TKT-138757,Login blocked after suspicious activity after latest update,Account Locked
TKT-138758,API returning 500 internal server error on web portal,API Failure
TKT-138759,Webhook endpoint not responding for international transaction,API Failure
TKT-138760,Waiting for refund since last week in mobile application,Refund Request
TKT-138761,Unknown device accessed account during peak traffic,Fraud Alert
TKT-138762,Payment stuck in pending state on web portal,Transaction Delay
TKT-138763,Webhook endpoint not responding during peak traffic,API Failure
TKT-138764,Amount debited but booking failed since morning,Payment Failure
TKT-138765,Verification process stuck after latest update,KYC Verification
TKT-138766,Webhook endpoint not responding while using net banking,API Failure
TKT-138767,Possible phishing attempt reported since morning,Fraud Alert
TKT-138768,Payment gateway returned error on web portal,Payment Failure
TKT-138769,Refund initiated but not credited since morning,Refund Request
TKT-138770,Refund status not updated for last 2 hours,Refund Request
TKT-138771,Unable to login after password reset after retrying multiple times,Account Locked
TKT-138772,Refund status not updated after retrying multiple times,Refund Request
TKT-138773,Payment gateway returned error in mobile application,Payment Failure
TKT-138774,KYC documents under review in mobile application,KYC Verification
TKT-138775,OTP verification not working for international transaction,Account Locked
TKT-138776,Request failing with status code 503 on web portal,API Failure
TKT-138777,KYC documents under review while using net banking,KYC Verification
TKT-138778,Frequent API connection resets in mobile application,API Failure
TKT-138779,API returning 500 internal server error for last 2 hours,API Failure
TKT-138780,API authentication failed after retrying multiple times,API Failure
TKT-138781,Money transfer delayed unexpectedly while using net banking,Transaction Delay
TKT-138782,Identity verification rejected while using net banking,KYC Verification
TKT-138783,Delayed settlement for bank transfer after retrying multiple times,Transaction Delay
TKT-138784,Money transfer delayed unexpectedly on web portal,Transaction Delay
TKT-138785,Access denied after security check during peak traffic,Account Locked
TKT-138786,Subscription upgrade not reflecting during peak traffic,Subscription Issue
TKT-138787,Bank transfer taking too long during peak traffic,Transaction Delay
TKT-138788,Unable to complete payment via UPI for international transaction,Payment Failure
TKT-138789,Access denied after security check on web portal,Account Locked
TKT-138790,Plan benefits not activated in mobile application,Subscription Issue
TKT-138791,API authentication failed during peak traffic,API Failure
TKT-138792,Payment stuck in pending state while using net banking,Transaction Delay
TKT-138793,Delayed settlement for bank transfer after retrying multiple times,Transaction Delay
TKT-138794,Unknown device accessed account while using net banking,Fraud Alert
TKT-138795,Authentication failed repeatedly for last 2 hours,Account Locked
TKT-138796,Subscription cancelled unexpectedly during peak traffic,Subscription Issue
TKT-138797,UPI transaction still processing in mobile application,Transaction Delay
TKT-138798,Identity verification rejected while using net banking,KYC Verification
TKT-138799,Online payment not processing during checkout,Payment Failure
TKT-138800,Refund initiated but not credited since morning,Refund Request
TKT-138801,Document upload failed during KYC after retrying multiple times,KYC Verification
TKT-138802,Unable to login after password reset during peak traffic,Account Locked
TKT-138803,Transaction failed but money debited in mobile application,Payment Failure
TKT-138804,Access denied after security check while using net banking,Account Locked
TKT-138805,UPI transaction still processing for last 2 hours,Transaction Delay
TKT-138806,Money transfer delayed unexpectedly while using net banking,Transaction Delay
TKT-138807,Need refund for duplicate payment during checkout,Refund Request
TKT-138808,Suspicious debit from unknown merchant after retrying multiple times,Fraud Alert
TKT-138809,Payment deducted but order not confirmed in mobile application,Payment Failure
TKT-138810,Document upload failed during KYC during peak traffic,KYC Verification
TKT-138811,Payment gateway returned error since morning,Payment Failure
TKT-138812,API authentication failed for international transaction,API Failure
TKT-138813,Address proof not accepted after latest update,KYC Verification
TKT-138814,Fund transfer processing slowly in mobile application,Transaction Delay
TKT-138815,Account locked due to multiple failed attempts on web portal,Account Locked
TKT-138816,OTP verification not working during peak traffic,Account Locked
TKT-138817,Request failing with status code 503 after latest update,API Failure
TKT-138818,Incorrect refund amount received since morning,Refund Request
TKT-138819,Refund not received after cancellation after latest update,Refund Request
TKT-138820,Waiting for refund since last week after retrying multiple times,Refund Request
TKT-138821,Refund status not updated on web portal,Refund Request
TKT-138822,Subscription payment failed during checkout,Subscription Issue
TKT-138823,Identity verification rejected since morning,KYC Verification
TKT-138824,Incorrect refund amount received in mobile application,Refund Request
TKT-138825,Forgot password link expired during peak traffic,Account Locked
TKT-138826,Possible phishing attempt reported after latest update,Fraud Alert
TKT-138827,Fund transfer processing slowly on web portal,Transaction Delay
TKT-138828,Identity verification rejected while using net banking,KYC Verification
TKT-138829,Service unavailable during API request since morning,API Failure
TKT-138830,PAN verification unsuccessful in mobile application,KYC Verification
TKT-138831,Identity verification rejected in mobile application,KYC Verification
TKT-138832,Service unavailable during API request on web portal,API Failure
TKT-138833,KYC documents under review for last 2 hours,KYC Verification
TKT-138834,Subscription cancelled unexpectedly after retrying multiple times,Subscription Issue
TKT-138835,Authentication failed repeatedly on web portal,Account Locked
TKT-138836,API authentication failed during checkout,API Failure
TKT-138837,Auto renewal not working for last 2 hours,Subscription Issue
TKT-138838,Forgot password link expired while using net banking,Account Locked
TKT-138839,UPI transaction still processing for last 2 hours,Transaction Delay
TKT-138840,Unrecognized transaction in statement since morning,Fraud Alert
TKT-138841,Address proof not accepted since morning,KYC Verification
TKT-138842,Forgot password link expired during peak traffic,Account Locked
TKT-138843,Fund transfer processing slowly since morning,Transaction Delay
TKT-138844,KYC documents under review since morning,KYC Verification
TKT-138845,Invalid response from backend API during peak traffic,API Failure
TKT-138846,Unable to renew premium subscription after retrying multiple times,Subscription Issue
TKT-138847,Cancelled order but refund pending on web portal,Refund Request
TKT-138848,Access denied after security check during checkout,Account Locked
TKT-138849,Need refund for duplicate payment in mobile application,Refund Request
TKT-138850,Unknown device accessed account in mobile application,Fraud Alert
TKT-138851,Service unavailable during API request after latest update,API Failure
TKT-138852,Waiting for refund since last week for international transaction,Refund Request
TKT-138853,Auto renewal not working for international transaction,Subscription Issue
TKT-138854,Incorrect refund amount received after latest update,Refund Request
TKT-138855,Identity verification rejected during checkout,KYC Verification
TKT-138856,Need refund for duplicate payment for international transaction,Refund Request
TKT-138857,Request failing with status code 503 after retrying multiple times,API Failure
TKT-138858,Webhook endpoint not responding on web portal,API Failure
TKT-138859,Suspicious debit from unknown merchant after latest update,Fraud Alert
TKT-138860,Subscription upgrade not reflecting for last 2 hours,Subscription Issue
TKT-138861,Waiting for refund since last week while using net banking,Refund Request
TKT-138862,Cancelled order but refund pending after retrying multiple times,Refund Request
TKT-138863,Payment stuck in pending state during peak traffic,Transaction Delay
TKT-138864,Access denied after security check for international transaction,Account Locked
TKT-138865,Refund status not updated while using net banking,Refund Request
TKT-138866,Delayed settlement for bank transfer during peak traffic,Transaction Delay
TKT-138867,Address proof not accepted after latest update,KYC Verification
TKT-138868,User account temporarily suspended for last 2 hours,Account Locked
TKT-138869,User account temporarily suspended for international transaction,Account Locked
TKT-138870,Delayed settlement for bank transfer for international transaction,Transaction Delay
TKT-138871,Money transfer delayed unexpectedly for last 2 hours,Transaction Delay
TKT-138872,Identity verification rejected while using net banking,KYC Verification
TKT-138873,Cancelled order but refund pending since morning,Refund Request
TKT-138874,Need refund for duplicate payment while using net banking,Refund Request
TKT-138875,Unable to renew premium subscription since morning,Subscription Issue
TKT-138876,Subscription cancelled unexpectedly while using net banking,Subscription Issue
TKT-138877,Invalid response from backend API for international transaction,API Failure
TKT-138878,Suspicious debit from unknown merchant during checkout,Fraud Alert
TKT-138879,Gateway timeout while calling payment API during peak traffic,API Failure
TKT-138880,Refund status not updated after latest update,Refund Request
TKT-138881,Fraudulent transfer detected in mobile application,Fraud Alert
TKT-138882,Unable to login after password reset while using net banking,Account Locked
TKT-138883,Login blocked after suspicious activity since morning,Account Locked
TKT-138884,Address proof not accepted during peak traffic,KYC Verification
TKT-138885,Pending payment not updated in mobile application,Transaction Delay
TKT-138886,Fund transfer processing slowly during checkout,Transaction Delay
TKT-138887,Waiting for refund since last week while using net banking,Refund Request
TKT-138888,Need refund for duplicate payment on web portal,Refund Request
TKT-138889,Waiting for refund since last week for last 2 hours,Refund Request
TKT-138890,Pending payment not updated after retrying multiple times,Transaction Delay
TKT-138891,Incorrect refund amount received after latest update,Refund Request
TKT-138892,Plan benefits not activated for last 2 hours,Subscription Issue
TKT-138893,Unrecognized transaction in statement after latest update,Fraud Alert
TKT-138894,Incorrect refund amount received while using net banking,Refund Request
TKT-138895,UPI transaction still processing on web portal,Transaction Delay
TKT-138896,Payment deducted but order not confirmed during peak traffic,Payment Failure
TKT-138897,Account locked due to multiple failed attempts for last 2 hours,Account Locked
TKT-138898,Card charged twice for same purchase during peak traffic,Payment Failure
TKT-138899,Unknown device accessed account during peak traffic,Fraud Alert
TKT-138900,Auto renewal not working after latest update,Subscription Issue
TKT-138901,Fraudulent transfer detected while using net banking,Fraud Alert
TKT-138902,Cancelled order but refund pending after latest update,Refund Request
TKT-138903,Service unavailable during API request while using net banking,API Failure
TKT-138904,Amount debited but booking failed while using net banking,Payment Failure
TKT-138905,KYC verification pending for many days after retrying multiple times,KYC Verification
TKT-138906,KYC verification pending for many days for last 2 hours,KYC Verification
TKT-138907,Refund not received after cancellation while using net banking,Refund Request
TKT-138908,Unrecognized transaction in statement during peak traffic,Fraud Alert
TKT-138909,Address proof not accepted during peak traffic,KYC Verification
TKT-138910,Need refund for duplicate payment in mobile application,Refund Request
TKT-138911,Frequent API connection resets after retrying multiple times,API Failure
TKT-138912,Authentication failed repeatedly after latest update,Account Locked
TKT-138913,Delayed settlement for bank transfer for international transaction,Transaction Delay
TKT-138914,Received fraud alert notification during peak traffic,Fraud Alert
TKT-138915,Unauthorized transaction detected on web portal,Fraud Alert
TKT-138916,Need refund for duplicate payment for last 2 hours,Refund Request
TKT-138917,Cancelled order but refund pending during peak traffic,Refund Request
TKT-138918,OTP verification not working in mobile application,Account Locked
TKT-138919,Account locked due to multiple failed attempts for last 2 hours,Account Locked
TKT-138920,Auto renewal not working for last 2 hours,Subscription Issue
TKT-138921,Login blocked after suspicious activity while using net banking,Account Locked
TKT-138922,Unable to login after password reset for international transaction,Account Locked
TKT-138923,Unable to login after password reset in mobile application,Account Locked
TKT-138924,Forgot password link expired for last 2 hours,Account Locked
TKT-138925,Transaction confirmation not received in mobile application,Transaction Delay
TKT-138926,Subscription cancelled unexpectedly during checkout,Subscription Issue
TKT-138927,PAN verification unsuccessful in mobile application,KYC Verification
TKT-138928,Premium features inaccessible after latest update,Subscription Issue
TKT-138929,Verification process stuck after retrying multiple times,KYC Verification
TKT-138930,Invalid response from backend API during checkout,API Failure
TKT-138931,Unknown device accessed account in mobile application,Fraud Alert
TKT-138932,OTP verification not working on web portal,Account Locked
TKT-138933,Received fraud alert notification since morning,Fraud Alert
TKT-138934,Unable to renew premium subscription while using net banking,Subscription Issue
TKT-138935,Refund not received after cancellation on web portal,Refund Request
TKT-138936,Login blocked after suspicious activity during peak traffic,Account Locked
TKT-138937,Credit card payment unsuccessful during checkout,Payment Failure
TKT-138938,Billing issue for subscription plan during peak traffic,Subscription Issue
TKT-138939,Authentication failed repeatedly after retrying multiple times,Account Locked
TKT-138940,Premium features inaccessible while using net banking,Subscription Issue
TKT-138941,Transaction confirmation not received after latest update,Transaction Delay
TKT-138942,Card charged twice for same purchase in mobile application,Payment Failure
TKT-138943,Refund status not updated while using net banking,Refund Request
TKT-138944,User account temporarily suspended after latest update,Account Locked
TKT-138945,Payment deducted but order not confirmed while using net banking,Payment Failure
TKT-138946,Account locked due to multiple failed attempts during checkout,Account Locked
TKT-138947,Fund transfer processing slowly since morning,Transaction Delay
TKT-138948,Suspicious debit from unknown merchant during checkout,Fraud Alert
TKT-138949,Incorrect refund amount received while using net banking,Refund Request
TKT-138950,Possible phishing attempt reported during checkout,Fraud Alert
TKT-138951,Gateway timeout while calling payment API after retrying multiple times,API Failure
TKT-138952,Credit card payment unsuccessful in mobile application,Payment Failure
TKT-138953,Transaction confirmation not received for last 2 hours,Transaction Delay
TKT-138954,KYC documents under review after latest update,KYC Verification
TKT-138955,Unable to complete payment via UPI on web portal,Payment Failure
TKT-138956,Need refund for duplicate payment after latest update,Refund Request
TKT-138957,Authentication failed repeatedly after retrying multiple times,Account Locked
TKT-138958,Credit card payment unsuccessful after retrying multiple times,Payment Failure
TKT-138959,Subscription upgrade not reflecting on web portal,Subscription Issue
TKT-138960,KYC verification pending for many days for international transaction,KYC Verification
TKT-138961,Address proof not accepted after latest update,KYC Verification
TKT-138962,Possible phishing attempt reported after retrying multiple times,Fraud Alert
TKT-138963,User account temporarily suspended during checkout,Account Locked
TKT-138964,Frequent API connection resets for international transaction,API Failure
TKT-138965,Address proof not accepted in mobile application,KYC Verification
TKT-138966,Suspicious debit from unknown merchant in mobile application,Fraud Alert
TKT-138967,Waiting for refund since last week during peak traffic,Refund Request
TKT-138968,Frequent API connection resets for international transaction,API Failure
TKT-138969,Pending payment not updated for international transaction,Transaction Delay
TKT-138970,Address proof not accepted for last 2 hours,KYC Verification
TKT-138971,Fraudulent transfer detected while using net banking,Fraud Alert
TKT-138972,Payment stuck in pending state for international transaction,Transaction Delay
TKT-138973,User account temporarily suspended during checkout,Account Locked
TKT-138974,Payment stuck in pending state in mobile application,Transaction Delay
TKT-138975,Amount debited but booking failed on web portal,Payment Failure
TKT-138976,Frequent API connection resets while using net banking,API Failure
TKT-138977,Access denied after security check for international transaction,Account Locked
TKT-138978,Need refund for duplicate payment after latest update,Refund Request
TKT-138979,Service unavailable during API request after latest update,API Failure
TKT-138980,Unable to complete payment via UPI while using net banking,Payment Failure
TKT-138981,Delayed settlement for bank transfer in mobile application,Transaction Delay
TKT-138982,Invalid response from backend API since morning,API Failure
TKT-138983,OTP verification not working during checkout,Account Locked
TKT-138984,Amount debited but booking failed during checkout,Payment Failure
TKT-138985,KYC verification pending for many days in mobile application,KYC Verification
TKT-138986,Cancelled order but refund pending in mobile application,Refund Request
TKT-138987,Unable to login after password reset since morning,Account Locked
TKT-138988,Plan benefits not activated on web portal,Subscription Issue
TKT-138989,Money transfer delayed unexpectedly during peak traffic,Transaction Delay
TKT-138990,Forgot password link expired during checkout,Account Locked
TKT-138991,Identity verification rejected during peak traffic,KYC Verification
TKT-138992,OTP verification not working after retrying multiple times,Account Locked
TKT-138993,PAN verification unsuccessful after retrying multiple times,KYC Verification
TKT-138994,Invalid response from backend API during checkout,API Failure
TKT-138995,Auto renewal not working after retrying multiple times,Subscription Issue
TKT-138996,Unable to renew premium subscription during checkout,Subscription Issue
TKT-138997,Webhook endpoint not responding during peak traffic,API Failure
TKT-138998,Unable to complete customer verification in mobile application,KYC Verification
TKT-138999,Cancelled order but refund pending for international transaction,Refund Request
TKT-139000,Transaction confirmation not received for last 2 hours,Transaction Delay
TKT-139001,Waiting for refund since last week on web portal,Refund Request
TKT-139002,Unable to complete customer verification for last 2 hours,KYC Verification
TKT-139003,API authentication failed in mobile application,API Failure
TKT-139004,Unable to renew premium subscription in mobile application,Subscription Issue
TKT-139005,Unrecognized transaction in statement after latest update,Fraud Alert
TKT-139006,Card used without authorization for international transaction,Fraud Alert
TKT-139007,Pending payment not updated after retrying multiple times,Transaction Delay
TKT-139008,Subscription upgrade not reflecting during checkout,Subscription Issue
TKT-139009,UPI transaction still processing in mobile application,Transaction Delay
TKT-139010,Refund delayed for failed transaction during peak traffic,Refund Request
TKT-139011,Online payment not processing during checkout,Payment Failure
TKT-139012,Subscription cancelled unexpectedly after latest update,Subscription Issue
TKT-139013,Unknown device accessed account after retrying multiple times,Fraud Alert
TKT-139014,Bank transfer taking too long in mobile application,Transaction Delay
TKT-139015,Amount debited but booking failed for last 2 hours,Payment Failure
TKT-139016,Transaction failed but money debited during peak traffic,Payment Failure
TKT-139017,Account locked due to multiple failed attempts while using net banking,Account Locked
TKT-139018,Fund transfer processing slowly for international transaction,Transaction Delay
TKT-139019,Frequent API connection resets in mobile application,API Failure
TKT-139020,Billing issue for subscription plan during peak traffic,Subscription Issue
TKT-139021,Unrecognized transaction in statement since morning,Fraud Alert
TKT-139022,Identity verification rejected on web portal,KYC Verification
TKT-139023,Unable to complete customer verification since morning,KYC Verification
TKT-139024,Address proof not accepted since morning,KYC Verification
TKT-139025,Unable to renew premium subscription on web portal,Subscription Issue
TKT-139026,Fraudulent transfer detected on web portal,Fraud Alert
TKT-139027,Credit card payment unsuccessful during peak traffic,Payment Failure
TKT-139028,Online payment not processing during peak traffic,Payment Failure
TKT-139029,Refund initiated but not credited in mobile application,Refund Request
TKT-139030,Forgot password link expired for last 2 hours,Account Locked
TKT-139031,UPI transaction still processing in mobile application,Transaction Delay
TKT-139032,Fund transfer processing slowly while using net banking,Transaction Delay
TKT-139033,Authentication failed repeatedly for last 2 hours,Account Locked
TKT-139034,Suspicious debit from unknown merchant during checkout,Fraud Alert
TKT-139035,UPI transaction still processing since morning,Transaction Delay
TKT-139036,Refund not received after cancellation while using net banking,Refund Request
TKT-139037,Frequent API connection resets after latest update,API Failure
TKT-139038,Subscription payment failed while using net banking,Subscription Issue
TKT-139039,API returning 500 internal server error after latest update,API Failure
TKT-139040,Billing issue for subscription plan since morning,Subscription Issue
TKT-139041,Unable to login after password reset after retrying multiple times,Account Locked
TKT-139042,Webhook endpoint not responding while using net banking,API Failure
TKT-139043,Possible phishing attempt reported for international transaction,Fraud Alert
TKT-139044,Frequent API connection resets in mobile application,API Failure
TKT-139045,Need refund for duplicate payment after latest update,Refund Request
TKT-139046,Incorrect refund amount received on web portal,Refund Request
TKT-139047,Unknown device accessed account for international transaction,Fraud Alert
TKT-139048,Unauthorized transaction detected during peak traffic,Fraud Alert
TKT-139049,Request failing with status code 503 after retrying multiple times,API Failure
TKT-139050,Service unavailable during API request for last 2 hours,API Failure
TKT-139051,Unrecognized transaction in statement since morning,Fraud Alert
TKT-139052,Unauthorized transaction detected on web portal,Fraud Alert
TKT-139053,Unknown device accessed account during checkout,Fraud Alert
TKT-139054,Need refund for duplicate payment for last 2 hours,Refund Request
TKT-139055,Credit card payment unsuccessful during peak traffic,Payment Failure
TKT-139056,Subscription upgrade not reflecting during checkout,Subscription Issue
TKT-139057,Login blocked after suspicious activity after retrying multiple times,Account Locked
TKT-139058,Payment deducted but order not confirmed on web portal,Payment Failure
TKT-139059,PAN verification unsuccessful on web portal,KYC Verification
TKT-139060,Document upload failed during KYC after latest update,KYC Verification
TKT-139061,Online payment not processing during checkout,Payment Failure
TKT-139062,Received fraud alert notification for last 2 hours,Fraud Alert
TKT-139063,Transaction confirmation not received since morning,Transaction Delay
TKT-139064,KYC documents under review while using net banking,KYC Verification
TKT-139065,Frequent API connection resets for last 2 hours,API Failure
TKT-139066,Verification process stuck during checkout,KYC Verification
TKT-139067,OTP verification not working while using net banking,Account Locked
TKT-139068,Refund initiated but not credited in mobile application,Refund Request
TKT-139069,Unable to renew premium subscription for last 2 hours,Subscription Issue
TKT-139070,Unauthorized transaction detected after latest update,Fraud Alert
TKT-139071,Unknown device accessed account after latest update,Fraud Alert
TKT-139072,Webhook endpoint not responding while using net banking,API Failure
TKT-139073,Waiting for refund since last week for last 2 hours,Refund Request
TKT-139074,Invalid response from backend API for last 2 hours,API Failure
TKT-139075,Forgot password link expired since morning,Account Locked
TKT-139076,Refund delayed for failed transaction for last 2 hours,Refund Request
TKT-139077,Frequent API connection resets while using net banking,API Failure
TKT-139078,Gateway timeout while calling payment API while using net banking,API Failure
TKT-139079,Card used without authorization during peak traffic,Fraud Alert
TKT-139080,Access denied after security check after latest update,Account Locked
TKT-139081,Request failing with status code 503 during checkout,API Failure
TKT-139082,Refund not received after cancellation since morning,Refund Request
TKT-139083,Invalid response from backend API since morning,API Failure
TKT-139084,Possible phishing attempt reported during peak traffic,Fraud Alert
TKT-139085,Transaction failed but money debited after retrying multiple times,Payment Failure
TKT-139086,Payment gateway returned error for international transaction,Payment Failure
TKT-139087,Money transfer delayed unexpectedly for international transaction,Transaction Delay
TKT-139088,Authentication failed repeatedly for last 2 hours,Account Locked
TKT-139089,UPI transaction still processing during peak traffic,Transaction Delay
TKT-139090,Suspicious debit from unknown merchant on web portal,Fraud Alert
TKT-139091,Incorrect refund amount received for international transaction,Refund Request
TKT-139092,Subscription upgrade not reflecting for international transaction,Subscription Issue
TKT-139093,Unable to renew premium subscription during checkout,Subscription Issue
TKT-139094,Fraudulent transfer detected while using net banking,Fraud Alert
TKT-139095,Payment stuck in pending state while using net banking,Transaction Delay
TKT-139096,Plan benefits not activated on web portal,Subscription Issue
TKT-139097,Waiting for refund since last week during checkout,Refund Request
TKT-139098,Refund not received after cancellation for international transaction,Refund Request
TKT-139099,Login blocked after suspicious activity in mobile application,Account Locked
TKT-139100,Credit card payment unsuccessful during checkout,Payment Failure
TKT-139101,Money transfer delayed unexpectedly after retrying multiple times,Transaction Delay
TKT-139102,Refund delayed for failed transaction after retrying multiple times,Refund Request
TKT-139103,Unrecognized transaction in statement after latest update,Fraud Alert
TKT-139104,Bank transfer taking too long in mobile application,Transaction Delay
TKT-139105,Billing issue for subscription plan after latest update,Subscription Issue
TKT-139106,Refund not received after cancellation for last 2 hours,Refund Request
TKT-139107,Plan benefits not activated after retrying multiple times,Subscription Issue
TKT-139108,Payment deducted but order not confirmed after retrying multiple times,Payment Failure
TKT-139109,Amount debited but booking failed for international transaction,Payment Failure
TKT-139110,Amount debited but booking failed on web portal,Payment Failure
TKT-139111,Bank transfer taking too long after retrying multiple times,Transaction Delay
TKT-139112,Unable to renew premium subscription during checkout,Subscription Issue
TKT-139113,Document upload failed during KYC since morning,KYC Verification
TKT-139114,API returning 500 internal server error after latest update,API Failure
TKT-139115,Transaction failed but money debited in mobile application,Payment Failure
TKT-139116,Card charged twice for same purchase during peak traffic,Payment Failure
TKT-139117,Gateway timeout while calling payment API on web portal,API Failure
TKT-139118,Cancelled order but refund pending for international transaction,Refund Request
TKT-139119,Pending payment not updated on web portal,Transaction Delay
TKT-139120,Amount debited but booking failed during checkout,Payment Failure
TKT-139121,Delayed settlement for bank transfer after latest update,Transaction Delay
TKT-139122,Webhook endpoint not responding while using net banking,API Failure
TKT-139123,Verification process stuck after latest update,KYC Verification
TKT-139124,Refund not received after cancellation for international transaction,Refund Request
TKT-139125,Service unavailable during API request during checkout,API Failure
TKT-139126,PAN verification unsuccessful in mobile application,KYC Verification
TKT-139127,Money transfer delayed unexpectedly in mobile application,Transaction Delay
TKT-139128,API returning 500 internal server error in mobile application,API Failure
TKT-139129,Refund not received after cancellation during checkout,Refund Request
TKT-139130,User account temporarily suspended in mobile application,Account Locked
TKT-139131,User account temporarily suspended during checkout,Account Locked
TKT-139132,Invalid response from backend API for last 2 hours,API Failure
TKT-139133,Pending payment not updated after retrying multiple times,Transaction Delay
TKT-139134,Money transfer delayed unexpectedly on web portal,Transaction Delay
TKT-139135,Unable to complete payment via UPI on web portal,Payment Failure
TKT-139136,Refund initiated but not credited on web portal,Refund Request
TKT-139137,Card used without authorization in mobile application,Fraud Alert
TKT-139138,Request failing with status code 503 while using net banking,API Failure
TKT-139139,Refund not received after cancellation in mobile application,Refund Request
TKT-139140,Billing issue for subscription plan during peak traffic,Subscription Issue
TKT-139141,Webhook endpoint not responding after latest update,API Failure
TKT-139142,Invalid response from backend API on web portal,API Failure
TKT-139143,Received fraud alert notification during peak traffic,Fraud Alert
TKT-139144,Amount debited but booking failed for international transaction,Payment Failure
TKT-139145,Card charged twice for same purchase after latest update,Payment Failure
TKT-139146,Gateway timeout while calling payment API for international transaction,API Failure
TKT-139147,Payment gateway returned error on web portal,Payment Failure
TKT-139148,Premium features inaccessible while using net banking,Subscription Issue
TKT-139149,Subscription cancelled unexpectedly on web portal,Subscription Issue
TKT-139150,Frequent API connection resets while using net banking,API Failure
TKT-139151,Fund transfer processing slowly during peak traffic,Transaction Delay
TKT-139152,API authentication failed in mobile application,API Failure
TKT-139153,Unable to login after password reset during peak traffic,Account Locked
TKT-139154,Payment stuck in pending state in mobile application,Transaction Delay
TKT-139155,Credit card payment unsuccessful during checkout,Payment Failure
TKT-139156,Plan benefits not activated on web portal,Subscription Issue
TKT-139157,Transaction failed but money debited after latest update,Payment Failure
TKT-139158,Amount debited but booking failed in mobile application,Payment Failure
TKT-139159,Incorrect refund amount received during checkout,Refund Request
TKT-139160,Verification process stuck during checkout,KYC Verification
TKT-139161,Fund transfer processing slowly during peak traffic,Transaction Delay
TKT-139162,Card used without authorization in mobile application,Fraud Alert
TKT-139163,Unauthorized transaction detected while using net banking,Fraud Alert
TKT-139164,Payment deducted but order not confirmed since morning,Payment Failure
TKT-139165,Unable to renew premium subscription after latest update,Subscription Issue
TKT-139166,Unable to renew premium subscription after latest update,Subscription Issue
TKT-139167,Credit card payment unsuccessful after retrying multiple times,Payment Failure
TKT-139168,Request failing with status code 503 after retrying multiple times,API Failure
TKT-139169,Suspicious debit from unknown merchant for international transaction,Fraud Alert
TKT-139170,Payment stuck in pending state after latest update,Transaction Delay
TKT-139171,Unauthorized transaction detected while using net banking,Fraud Alert
TKT-139172,Webhook endpoint not responding for international transaction,API Failure
TKT-139173,Webhook endpoint not responding after latest update,API Failure
TKT-139174,Amount debited but booking failed in mobile application,Payment Failure
TKT-139175,Unable to login after password reset in mobile application,Account Locked
TKT-139176,Unknown device accessed account for international transaction,Fraud Alert
TKT-139177,OTP verification not working for last 2 hours,Account Locked
TKT-139178,Auto renewal not working since morning,Subscription Issue
TKT-139179,Identity verification rejected on web portal,KYC Verification
TKT-139180,Unable to login after password reset since morning,Account Locked
TKT-139181,Pending payment not updated after retrying multiple times,Transaction Delay
TKT-139182,Payment stuck in pending state since morning,Transaction Delay
TKT-139183,Received fraud alert notification for last 2 hours,Fraud Alert
TKT-139184,Plan benefits not activated on web portal,Subscription Issue
TKT-139185,Invalid response from backend API for last 2 hours,API Failure
TKT-139186,OTP verification not working for last 2 hours,Account Locked
TKT-139187,Verification process stuck after latest update,KYC Verification
TKT-139188,Identity verification rejected after latest update,KYC Verification
TKT-139189,API returning 500 internal server error during checkout,API Failure
TKT-139190,Forgot password link expired since morning,Account Locked
TKT-139191,Payment stuck in pending state while using net banking,Transaction Delay
TKT-139192,Refund not received after cancellation during peak traffic,Refund Request
TKT-139193,Subscription cancelled unexpectedly during peak traffic,Subscription Issue
TKT-139194,Money transfer delayed unexpectedly during peak traffic,Transaction Delay
TKT-139195,Unable to login after password reset after latest update,Account Locked
TKT-139196,Frequent API connection resets after latest update,API Failure
TKT-139197,PAN verification unsuccessful during checkout,KYC Verification
