incident_title,affected_users,cpu_usage,error_rate,severity
Cache miss increase,6261,69,24,Medium
Memory usage elevated,540,50,2,Low
Elevated latency observed,4869,67,12,Medium
Search response degraded,9944,72,19,Medium
Cache miss increase,5104,63,16,Medium
Payment gateway unavailable,22047,94,78,Critical
SSL expires in 10 days,0,26,0,Informational
Routine maintenance notice,0,11,0,Informational
Payment gateway unavailable,59699,99,50,Critical
Regional service degradation,15664,87,27,High
Production database down,13770,96,66,Critical
Routine maintenance notice,0,37,0,Informational
Backup delay detected,188,45,6,Low
Backup delay detected,149,51,7,Low
Elevated latency observed,9930,77,8,Medium
Production database down,70336,99,73,Critical
Regional service degradation,18325,78,59,High
Message queue backlog,19549,83,24,High
Backup delay detected,1032,54,1,Low
Elevated latency observed,8143,72,15,Medium
Monitoring alert review,0,27,0,Informational
Search response degraded,2145,55,27,Medium
Memory usage elevated,235,54,1,Low
Intermittent connection issues,7897,56,23,Medium
Production database down,72121,90,93,Critical
Memory usage elevated,1106,60,6,Low
Intermittent connection issues,2611,61,18,Medium
Disk usage warning,1176,47,4,Low
CPU threshold warning,1718,64,0,Low
Routine maintenance notice,0,28,0,Informational
Elevated latency observed,7201,62,29,Medium
Login API timeout,24507,93,56,High
Login API timeout,26557,94,57,High
Memory usage elevated,393,71,0,Low
CPU threshold warning,397,73,1,Low
Intermittent connection issues,4169,75,11,Medium
Disk usage warning,880,37,5,Low
Login API timeout,26929,83,21,High
CPU threshold warning,281,65,6,Low
Core API crash,11545,85,50,Critical
Backup delay detected,60,56,2,Low
Monitoring alert review,0,30,0,Informational
Elevated latency observed,1012,57,6,Medium
Elevated latency observed,9973,68,8,Medium
High error rate detected,29054,75,58,High
Cache miss increase,5862,74,20,Medium
Production database down,40361,85,40,Critical
Regional service degradation,15435,75,21,High
Intermittent connection issues,2991,78,27,Medium
Payment gateway unavailable,37319,86,87,Critical
Search response degraded,3010,63,22,Medium
Intermittent connection issues,663,66,18,Medium
Core API crash,20353,94,79,Critical
Disk usage warning,779,38,2,Low
Authentication service outage,76273,93,78,Critical
Memory usage elevated,216,57,0,Low
High error rate detected,24510,81,26,High
Backup delay detected,1283,41,7,Low
Authentication service outage,66802,97,90,Critical
Elevated latency observed,7581,63,14,Medium
Login API timeout,12339,92,47,High
Authentication service outage,48921,85,43,Critical
Routine maintenance notice,0,45,0,Informational
Search response degraded,4028,57,25,Medium
Monitoring alert review,0,33,0,Informational
Capacity report generated,0,27,0,Informational
Regional service degradation,29889,83,55,High
Backup delay detected,1797,52,0,Low
Monitoring alert review,0,24,0,Informational
Payment gateway unavailable,68214,90,45,Critical
Login API timeout,11778,76,55,High
Backup delay detected,1925,46,0,Low
Capacity report generated,0,12,0,Informational
Cache miss increase,8623,56,6,Medium
Monitoring alert review,0,33,0,Informational
Elevated latency observed,9773,72,20,Medium
Login API timeout,20572,85,23,High
SSL expires in 10 days,0,34,0,Informational
Memory usage elevated,905,41,8,Low
Backup delay detected,1158,71,4,Low
Elevated latency observed,8659,83,28,Medium
Backup delay detected,1963,59,9,Low
Memory usage elevated,969,59,5,Low
Search response degraded,8420,56,22,Medium
Memory usage elevated,1620,44,6,Low
Monitoring alert review,0,5,0,Informational
Search response degraded,7750,68,25,Medium
Intermittent connection issues,3096,80,10,Medium
Elevated latency observed,9176,79,18,Medium
Disk usage warning,855,65,7,Low
Monitoring alert review,0,30,0,Informational
Routine maintenance notice,0,41,0,Informational
High error rate detected,9188,78,55,High
Login API timeout,9252,84,35,High
Memory usage elevated,574,46,7,Low
Login API timeout,27650,77,29,High
High error rate detected,10767,92,53,High
Authentication service outage,48386,90,83,Critical
Authentication service outage,57128,86,41,Critical
Cache miss increase,7863,79,22,Medium
Payment gateway unavailable,26745,96,46,Critical
Elevated latency observed,5586,69,12,Medium
Disk usage warning,63,35,1,Low
Payment gateway unavailable,63460,97,42,Critical
Message queue backlog,29625,84,32,High
High error rate detected,17938,75,20,High
Regional service degradation,24851,82,29,High
Regional service degradation,5282,88,37,High
Monitoring alert review,0,17,0,Informational
Search response degraded,7755,79,7,Medium
Disk usage warning,145,68,2,Low
Memory usage elevated,366,36,9,Low
Intermittent connection issues,3607,55,15,Medium
Production database down,21026,95,60,Critical
CPU threshold warning,3,47,1,Low
Login API timeout,15336,88,36,High
Backup delay detected,653,56,1,Low
Memory usage elevated,1359,72,5,Low
CPU threshold warning,783,64,1,Low
SSL expires in 10 days,0,9,0,Informational
Backup delay detected,936,63,5,Low
Message queue backlog,25403,93,52,High
Backup delay detected,597,54,3,Low
Backup delay detected,43,49,9,Low
Production database down,52644,90,86,Critical
Disk usage warning,888,39,3,Low
Regional service degradation,23763,88,47,High
SSL expires in 10 days,0,39,0,Informational
Regional service degradation,3375,79,27,High
Authentication service outage,89015,98,59,Critical
Routine maintenance notice,0,10,0,Informational
CPU threshold warning,169,65,7,Low
Authentication service outage,17686,87,54,Critical
Cache miss increase,5333,65,20,Medium
Disk usage warning,161,50,5,Low
Message queue backlog,16426,95,23,High
Elevated latency observed,3900,75,28,Medium
Production database down,19093,89,64,Critical
Monitoring alert review,0,40,0,Informational
Search response degraded,7289,62,6,Medium
SSL expires in 10 days,0,13,0,Informational
High error rate detected,3301,89,31,High
Authentication service outage,93692,96,59,Critical
Search response degraded,2930,60,8,Medium
Authentication service outage,51857,97,58,Critical
Cache miss increase,9122,81,29,Medium
Routine maintenance notice,0,18,0,Informational
Production database down,57732,89,74,Critical
Regional service degradation,22249,78,22,High
High error rate detected,28538,82,50,High
Backup delay detected,1786,69,3,Low
Disk usage warning,1344,51,6,Low
Login API timeout,4560,89,34,High
Routine maintenance notice,0,33,0,Informational
Elevated latency observed,4029,59,19,Medium
Monitoring alert review,0,18,0,Informational
Elevated latency observed,9965,84,18,Medium
Search response degraded,6759,70,23,Medium
Search response degraded,8475,67,10,Medium
Production database down,58852,92,72,Critical
Cache miss increase,3202,70,16,Medium
Cache miss increase,8004,58,20,Medium
Capacity report generated,0,35,0,Informational
Message queue backlog,25389,95,29,High
Elevated latency observed,2783,69,17,Medium
Intermittent connection issues,5423,82,17,Medium
Elevated latency observed,7948,59,24,Medium
Intermittent connection issues,8590,82,14,Medium
Search response degraded,1566,59,26,Medium
High error rate detected,19912,83,57,High
Search response degraded,2508,69,18,Medium
Routine maintenance notice,0,45,0,Informational
Message queue backlog,29275,88,43,High
Backup delay detected,497,63,3,Low
Payment gateway unavailable,77287,88,59,Critical
CPU threshold warning,1546,65,6,Low
Message queue backlog,6391,95,37,High
Search response degraded,3645,84,6,Medium
Message queue backlog,17455,77,57,High
Regional service degradation,4003,94,26,High
Backup delay detected,365,54,1,Low
Capacity report generated,0,31,0,Informational
Routine maintenance notice,0,39,0,Informational
Elevated latency observed,5992,74,13,Medium
Production database down,49228,88,93,Critical
Backup delay detected,15,35,3,Low
Disk usage warning,1357,42,2,Low
Cache miss increase,7486,61,28,Medium
Cache miss increase,1396,82,20,Medium
Cache miss increase,5941,68,12,Medium
Disk usage warning,309,63,0,Low
Capacity report generated,0,6,0,Informational
Intermittent connection issues,4424,69,16,Medium
Capacity report generated,0,22,0,Informational
Backup delay detected,949,50,6,Low
SSL expires in 10 days,0,46,0,Informational
Monitoring alert review,0,41,0,Informational
Backup delay detected,1241,42,5,Low
Regional service degradation,24660,85,47,High
CPU threshold warning,1398,47,7,Low
Message queue backlog,27107,80,27,High
CPU threshold warning,999,52,2,Low
Routine maintenance notice,0,22,0,Informational
Disk usage warning,803,59,9,Low
Production database down,90610,87,91,Critical
SSL expires in 10 days,0,30,0,Informational
Routine maintenance notice,0,19,0,Informational
Disk usage warning,1137,47,1,Low
Memory usage elevated,791,63,1,Low
Intermittent connection issues,527,77,29,Medium
Core API crash,51269,90,41,Critical
Search response degraded,6987,83,19,Medium
Intermittent connection issues,1759,78,17,Medium
High error rate detected,17228,93,32,High
Cache miss increase,2157,82,11,Medium
CPU threshold warning,466,73,5,Low
Monitoring alert review,0,5,0,Informational
Backup delay detected,1214,68,9,Low
SSL expires in 10 days,0,41,0,Informational
Capacity report generated,0,31,0,Informational
Cache miss increase,7200,65,9,Medium
Disk usage warning,1168,44,1,Low
Intermittent connection issues,2344,65,8,Medium
Cache miss increase,9213,55,9,Medium
Core API crash,96784,87,65,Critical
Elevated latency observed,6422,70,27,Medium
Disk usage warning,438,49,5,Low
Intermittent connection issues,6530,58,8,Medium
Capacity report generated,0,41,0,Informational
Memory usage elevated,189,56,9,Low
Memory usage elevated,607,49,6,Low
Elevated latency observed,6665,80,19,Medium
Regional service degradation,15428,94,41,High
Elevated latency observed,5649,80,6,Medium
Monitoring alert review,0,22,0,Informational
Memory usage elevated,1168,48,9,Low
Capacity report generated,0,39,0,Informational
Intermittent connection issues,5387,58,13,Medium
Search response degraded,2077,78,13,Medium
CPU threshold warning,1125,71,4,Low
Capacity report generated,0,34,0,Informational
Cache miss increase,2033,84,29,Medium
High error rate detected,23084,91,20,High
Disk usage warning,1420,43,6,Low
High error rate detected,27197,95,34,High
Message queue backlog,6867,95,42,High
CPU threshold warning,371,67,4,Low
SSL expires in 10 days,0,37,0,Informational
Login API timeout,13884,81,24,High
Core API crash,73723,85,46,Critical
CPU threshold warning,1753,48,0,Low
Login API timeout,4181,92,44,High
Login API timeout,18784,90,50,High
Intermittent connection issues,2003,57,6,Medium
Disk usage warning,129,66,6,Low
Core API crash,35351,91,84,Critical
Disk usage warning,568,71,4,Low
Memory usage elevated,1143,70,8,Low
Elevated latency observed,6347,75,21,Medium
Cache miss increase,8479,81,9,Medium
Backup delay detected,318,66,2,Low
Disk usage warning,1276,68,6,Low
Intermittent connection issues,9495,64,13,Medium
Message queue backlog,12082,76,25,High
Routine maintenance notice,0,46,0,Informational
Memory usage elevated,1460,68,0,Low
Search response degraded,3278,79,7,Medium
Monitoring alert review,0,46,0,Informational
Memory usage elevated,363,70,8,Low
Memory usage elevated,168,44,6,Low
Production database down,41140,92,42,Critical
Disk usage warning,1156,40,4,Low
Disk usage warning,1588,61,5,Low
Payment gateway unavailable,99587,92,90,Critical
Cache miss increase,8777,83,13,Medium
Login API timeout,12339,90,51,High
Core API crash,91476,86,89,Critical
Authentication service outage,44982,90,83,Critical
SSL expires in 10 days,0,41,0,Informational
Login API timeout,11248,91,34,High
Login API timeout,16320,91,42,High
Memory usage elevated,258,60,1,Low
Disk usage warning,1926,44,4,Low
CPU threshold warning,213,65,2,Low
SSL expires in 10 days,0,43,0,Informational
Elevated latency observed,9856,68,25,Medium
Elevated latency observed,2585,81,14,Medium
Elevated latency observed,2143,71,10,Medium
Search response degraded,3007,65,13,Medium
SSL expires in 10 days,0,34,0,Informational
CPU threshold warning,1609,53,5,Low
Cache miss increase,2639,71,29,Medium
Disk usage warning,1364,65,3,Low
Message queue backlog,21815,95,37,High
Backup delay detected,235,54,8,Low
Memory usage elevated,1568,59,7,Low
Message queue backlog,3523,89,43,High
Search response degraded,5266,75,15,Medium
Disk usage warning,1079,60,7,Low
Monitoring alert review,0,12,0,Informational
Cache miss increase,5488,62,19,Medium
Message queue backlog,8172,81,32,High
Search response degraded,3525,70,14,Medium
Production database down,57882,98,50,Critical
Routine maintenance notice,0,28,0,Informational
Cache miss increase,3546,70,10,Medium
Cache miss increase,8658,57,16,Medium
Memory usage elevated,1709,43,6,Low
Core API crash,47025,91,50,Critical
Intermittent connection issues,6368,81,9,Medium
Elevated latency observed,6807,59,16,Medium
Disk usage warning,1985,45,2,Low
Routine maintenance notice,0,22,0,Informational
SSL expires in 10 days,0,43,0,Informational
CPU threshold warning,1169,65,3,Low
Intermittent connection issues,7834,72,13,Medium
Routine maintenance notice,0,5,0,Informational
Memory usage elevated,1521,72,5,Low
Capacity report generated,0,6,0,Informational
Search response degraded,595,59,10,Medium
Disk usage warning,769,60,3,Low
Intermittent connection issues,7037,80,20,Medium
SSL expires in 10 days,0,33,0,Informational
Monitoring alert review,0,42,0,Informational
Message queue backlog,8537,88,21,High
Backup delay detected,746,69,7,Low
Memory usage elevated,1685,42,4,Low
Disk usage warning,1857,36,7,Low
Message queue backlog,9030,93,40,High
Search response degraded,6975,62,12,Medium
Backup delay detected,1534,35,7,Low
CPU threshold warning,1562,70,8,Low
Payment gateway unavailable,52868,97,48,Critical
SSL expires in 10 days,0,17,0,Informational
Authentication service outage,71774,98,58,Critical
Login API timeout,18377,84,26,High
Message queue backlog,10595,84,35,High
Capacity report generated,0,9,0,Informational
Core API crash,75249,92,78,Critical
Payment gateway unavailable,65776,92,87,Critical
Production database down,75370,90,91,Critical
SSL expires in 10 days,0,17,0,Informational
Disk usage warning,490,73,8,Low
Search response degraded,6413,63,12,Medium
Backup delay detected,305,74,7,Low
CPU threshold warning,311,39,4,Low
Disk usage warning,1590,49,9,Low
Routine maintenance notice,0,46,0,Informational
CPU threshold warning,404,48,0,Low
Backup delay detected,56,68,1,Low
Memory usage elevated,1143,63,6,Low
CPU threshold warning,1757,61,4,Low
Cache miss increase,7098,63,16,Medium
Core API crash,29690,94,72,Critical
Disk usage warning,1059,40,1,Low
Backup delay detected,809,66,2,Low
Cache miss increase,6998,75,19,Medium
Regional service degradation,26226,77,52,High
Production database down,80326,89,71,Critical
Production database down,51822,98,40,Critical
SSL expires in 10 days,0,37,0,Informational
Capacity report generated,0,28,0,Informational
Routine maintenance notice,0,14,0,Informational
Disk usage warning,229,48,8,Low
Core API crash,61812,94,70,Critical
Message queue backlog,17765,89,36,High
Authentication service outage,76297,97,58,Critical
Login API timeout,5339,95,47,High
Intermittent connection issues,9634,77,28,Medium
Login API timeout,5687,88,40,High
Regional service degradation,15281,77,24,High
Elevated latency observed,1625,59,29,Medium
Login API timeout,7069,92,26,High
Search response degraded,2122,71,16,Medium
Elevated latency observed,7660,69,22,Medium
Capacity report generated,0,46,0,Informational
Regional service degradation,9155,75,52,High
Elevated latency observed,8374,60,29,Medium
Intermittent connection issues,8793,69,15,Medium
Intermittent connection issues,8001,57,26,Medium
Core API crash,15777,87,79,Critical
Intermittent connection issues,6512,65,14,Medium
Monitoring alert review,0,30,0,Informational
Intermittent connection issues,8947,64,6,Medium
CPU threshold warning,487,45,2,Low
Cache miss increase,8514,58,15,Medium
Payment gateway unavailable,53585,95,61,Critical
Memory usage elevated,920,37,3,Low
SSL expires in 10 days,0,33,0,Informational
Backup delay detected,490,65,4,Low
Login API timeout,17853,79,24,High
Capacity report generated,0,11,0,Informational
Cache miss increase,1844,71,12,Medium
Production database down,91911,94,59,Critical
Cache miss increase,6101,61,9,Medium
Routine maintenance notice,0,45,0,Informational
High error rate detected,28603,78,58,High
Backup delay detected,167,51,0,Low
Intermittent connection issues,5912,56,27,Medium
Memory usage elevated,792,72,7,Low
Backup delay detected,744,39,5,Low
Backup delay detected,480,50,2,Low
Search response degraded,8690,65,22,Medium
Regional service degradation,4107,79,57,High
Elevated latency observed,5334,65,5,Medium
Cache miss increase,2977,66,29,Medium
Search response degraded,2106,71,22,Medium
Search response degraded,7952,82,5,Medium
Intermittent connection issues,684,67,6,Medium
Intermittent connection issues,1730,62,18,Medium
SSL expires in 10 days,0,45,0,Informational
Cache miss increase,4676,58,27,Medium
CPU threshold warning,1508,70,5,Low
Regional service degradation,12300,93,57,High
Search response degraded,3788,55,5,Medium
Intermittent connection issues,3362,70,15,Medium
Intermittent connection issues,6570,63,27,Medium
Intermittent connection issues,8895,60,29,Medium
Payment gateway unavailable,15140,96,91,Critical
Payment gateway unavailable,27086,93,48,Critical
Intermittent connection issues,5379,71,7,Medium
CPU threshold warning,30,59,8,Low
Regional service degradation,9010,94,47,High
Cache miss increase,6798,72,8,Medium
Search response degraded,3648,78,29,Medium
Backup delay detected,1909,52,5,Low
CPU threshold warning,495,52,1,Low
Search response degraded,7366,55,21,Medium
SSL expires in 10 days,0,21,0,Informational
Login API timeout,6986,78,21,High
Search response degraded,3625,60,15,Medium
Search response degraded,5602,65,15,Medium
CPU threshold warning,807,66,9,Low
Intermittent connection issues,3055,66,25,Medium
Search response degraded,4898,61,11,Medium
CPU threshold warning,1129,57,3,Low
CPU threshold warning,382,46,3,Low
Search response degraded,7904,77,23,Medium
CPU threshold warning,119,41,6,Low
High error rate detected,29016,80,41,High
Monitoring alert review,0,31,0,Informational
Intermittent connection issues,9058,83,16,Medium
Authentication service outage,44408,97,92,Critical
Core API crash,24664,90,47,Critical
Disk usage warning,1611,66,0,Low
Monitoring alert review,0,11,0,Informational
Elevated latency observed,7528,80,28,Medium
Monitoring alert review,0,15,0,Informational
Routine maintenance notice,0,41,0,Informational
Elevated latency observed,6492,73,20,Medium
Routine maintenance notice,0,22,0,Informational
Monitoring alert review,0,40,0,Informational
Message queue backlog,15949,92,53,High
Monitoring alert review,0,8,0,Informational
Capacity report generated,0,44,0,Informational
CPU threshold warning,745,67,8,Low
Login API timeout,5927,81,20,High
Elevated latency observed,6243,76,10,Medium
Production database down,12601,96,80,Critical
Elevated latency observed,6531,69,12,Medium
Login API timeout,5305,75,20,High
Search response degraded,1504,74,28,Medium
Intermittent connection issues,8916,84,7,Medium
Production database down,54677,86,84,Critical
Memory usage elevated,454,62,3,Low
CPU threshold warning,604,35,1,Low
Search response degraded,4945,82,10,Medium
Intermittent connection issues,2075,79,17,Medium
Disk usage warning,461,35,9,Low
Core API crash,96625,99,92,Critical
Search response degraded,6948,65,24,Medium
High error rate detected,11959,75,33,High
Intermittent connection issues,3315,62,21,Medium
Elevated latency observed,3300,75,23,Medium
Memory usage elevated,276,39,4,Low
Elevated latency observed,6026,63,15,Medium
CPU threshold warning,1566,48,4,Low
Elevated latency observed,3417,65,7,Medium
Login API timeout,9264,90,39,High
Disk usage warning,822,35,4,Low
Intermittent connection issues,3323,81,25,Medium
Search response degraded,4852,70,18,Medium
Search response degraded,1446,75,15,Medium
Memory usage elevated,1976,70,8,Low
Regional service degradation,8971,93,54,High
Disk usage warning,1416,42,2,Low
Regional service degradation,16507,83,33,High
Search response degraded,9931,61,14,Medium
Monitoring alert review,0,41,0,Informational
Elevated latency observed,9485,78,14,Medium
Search response degraded,2245,65,20,Medium
High error rate detected,15004,78,54,High
Backup delay detected,213,43,7,Low
Backup delay detected,1490,36,0,Low
CPU threshold warning,216,39,6,Low
Payment gateway unavailable,20010,99,48,Critical
Backup delay detected,964,50,6,Low
Elevated latency observed,6747,55,14,Medium
Cache miss increase,8989,71,12,Medium
Memory usage elevated,322,50,7,Low
Login API timeout,25461,82,21,High
Regional service degradation,21162,80,23,High
Capacity report generated,0,27,0,Informational
Elevated latency observed,5835,84,26,Medium
Regional service degradation,15089,76,26,High
Monitoring alert review,0,49,0,Informational
Elevated latency observed,6830,56,22,Medium
Search response degraded,9078,81,17,Medium
SSL expires in 10 days,0,28,0,Informational
Disk usage warning,722,47,6,Low
SSL expires in 10 days,0,32,0,Informational
Cache miss increase,7175,55,24,Medium
Monitoring alert review,0,32,0,Informational
Elevated latency observed,6163,78,13,Medium
Elevated latency observed,2776,71,13,Medium
Backup delay detected,1109,72,6,Low
Backup delay detected,648,42,2,Low
Login API timeout,7492,87,28,High
Login API timeout,23319,82,31,High
SSL expires in 10 days,0,22,0,Informational
Intermittent connection issues,3059,64,17,Medium
Core API crash,20877,92,61,Critical
Backup delay detected,1800,36,7,Low
Backup delay detected,1171,40,4,Low
Monitoring alert review,0,6,0,Informational
Core API crash,87566,86,88,Critical
Login API timeout,15997,89,31,High
Elevated latency observed,5556,58,25,Medium
Authentication service outage,72397,96,44,Critical
Routine maintenance notice,0,27,0,Informational
Intermittent connection issues,6476,84,28,Medium
High error rate detected,16445,85,36,High
SSL expires in 10 days,0,25,0,Informational
Elevated latency observed,6031,71,9,Medium
Routine maintenance notice,0,25,0,Informational
Elevated latency observed,9241,72,9,Medium
Intermittent connection issues,3289,84,27,Medium
Intermittent connection issues,7262,60,14,Medium
Monitoring alert review,0,32,0,Informational
Payment gateway unavailable,57533,92,46,Critical
Intermittent connection issues,3173,70,29,Medium
Capacity report generated,0,13,0,Informational
CPU threshold warning,285,66,6,Low
Search response degraded,5271,69,27,Medium
Intermittent connection issues,2444,77,17,Medium
Backup delay detected,436,59,1,Low
Memory usage elevated,617,68,6,Low
Intermittent connection issues,2530,79,7,Medium
Routine maintenance notice,0,36,0,Informational
Production database down,18447,86,48,Critical
Search response degraded,4783,70,22,Medium
Disk usage warning,1639,42,3,Low
Capacity report generated,0,33,0,Informational
High error rate detected,28116,85,53,High
Authentication service outage,68210,87,68,Critical
Monitoring alert review,0,22,0,Informational
Cache miss increase,566,63,11,Medium
Disk usage warning,711,59,9,Low
Monitoring alert review,0,37,0,Informational
Cache miss increase,4609,72,15,Medium
Backup delay detected,732,74,9,Low
Backup delay detected,1423,47,8,Low
Capacity report generated,0,33,0,Informational
Intermittent connection issues,7463,61,17,Medium
Authentication service outage,57079,93,56,Critical
Regional service degradation,22676,87,20,High
Cache miss increase,1403,77,10,Medium
Core API crash,63402,93,82,Critical
Regional service degradation,16985,88,30,High
Backup delay detected,1288,52,5,Low
Regional service degradation,7024,94,34,High
CPU threshold warning,583,41,6,Low
Capacity report generated,0,46,0,Informational
Elevated latency observed,3849,64,29,Medium
Cache miss increase,6088,72,16,Medium
Payment gateway unavailable,12321,98,71,Critical
Intermittent connection issues,5634,61,28,Medium
Routine maintenance notice,0,15,0,Informational
Monitoring alert review,0,6,0,Informational
CPU threshold warning,491,45,2,Low
Elevated latency observed,2245,84,25,Medium
Message queue backlog,29792,86,48,High
Cache miss increase,2197,63,24,Medium
Backup delay detected,449,74,1,Low
Capacity report generated,0,30,0,Informational
Disk usage warning,631,52,2,Low
Search response degraded,2065,57,22,Medium
CPU threshold warning,1036,49,9,Low
Elevated latency observed,3202,81,13,Medium
Elevated latency observed,8326,82,29,Medium
Authentication service outage,54976,90,44,Critical
High error rate detected,19396,84,22,High
Backup delay detected,1632,43,0,Low
Intermittent connection issues,3898,64,10,Medium
Memory usage elevated,1200,51,4,Low
Regional service degradation,13299,83,49,High
SSL expires in 10 days,0,17,0,Informational
Capacity report generated,0,11,0,Informational
High error rate detected,21448,92,34,High
Regional service degradation,16342,85,54,High
CPU threshold warning,1534,37,6,Low
Intermittent connection issues,3451,64,19,Medium
Disk usage warning,1178,52,0,Low
Disk usage warning,910,49,6,Low
Monitoring alert review,0,40,0,Informational
Login API timeout,12118,82,59,High
Core API crash,12985,86,43,Critical
CPU threshold warning,1179,49,1,Low
Memory usage elevated,1544,40,7,Low
High error rate detected,10036,84,28,High
Cache miss increase,1248,74,19,Medium
Regional service degradation,17629,86,20,High
Regional service degradation,3633,75,32,High
Cache miss increase,4755,77,9,Medium
Routine maintenance notice,0,40,0,Informational
SSL expires in 10 days,0,29,0,Informational
Memory usage elevated,572,50,3,Low
CPU threshold warning,1116,35,7,Low
Elevated latency observed,9847,70,15,Medium
Capacity report generated,0,12,0,Informational
Payment gateway unavailable,81153,99,67,Critical
Payment gateway unavailable,18509,97,66,Critical
Backup delay detected,22,40,3,Low
Login API timeout,16362,75,59,High
Elevated latency observed,5815,65,26,Medium
Memory usage elevated,1541,47,1,Low
Search response degraded,9427,58,12,Medium
Intermittent connection issues,1255,69,19,Medium
Elevated latency observed,8822,84,16,Medium
Backup delay detected,1359,70,6,Low
SSL expires in 10 days,0,13,0,Informational
Elevated latency observed,7342,79,18,Medium
Intermittent connection issues,2312,55,13,Medium
SSL expires in 10 days,0,30,0,Informational
Disk usage warning,555,62,5,Low
Regional service degradation,18197,94,25,High
Capacity report generated,0,10,0,Informational
Backup delay detected,139,62,9,Low
Capacity report generated,0,36,0,Informational
Backup delay detected,783,59,9,Low
Production database down,14270,95,79,Critical
Disk usage warning,518,42,3,Low
Memory usage elevated,824,35,0,Low
Production database down,49934,89,66,Critical
Memory usage elevated,1968,55,0,Low
Message queue backlog,18716,89,33,High
Message queue backlog,11295,77,28,High
Backup delay detected,1267,49,7,Low
Message queue backlog,7856,83,59,High
High error rate detected,19543,89,23,High
Disk usage warning,277,68,3,Low
High error rate detected,14522,85,57,High
High error rate detected,7763,87,23,High
High error rate detected,24138,80,28,High
SSL expires in 10 days,0,17,0,Informational
High error rate detected,25209,81,44,High
Cache miss increase,2154,67,22,Medium
CPU threshold warning,1894,47,9,Low
CPU threshold warning,560,63,8,Low
Message queue backlog,19239,93,27,High
Elevated latency observed,1962,73,29,Medium
Regional service degradation,19220,91,31,High
Routine maintenance notice,0,46,0,Informational
Routine maintenance notice,0,32,0,Informational
Intermittent connection issues,6697,58,7,Medium
Core API crash,53757,87,61,Critical
Routine maintenance notice,0,37,0,Informational
Monitoring alert review,0,8,0,Informational
Disk usage warning,1068,74,0,Low
Authentication service outage,98147,97,53,Critical
Regional service degradation,18633,94,25,High
Memory usage elevated,743,53,7,Low
Elevated latency observed,7848,74,20,Medium
Disk usage warning,1798,39,5,Low
Intermittent connection issues,6619,67,12,Medium
Intermittent connection issues,2872,81,19,Medium
Search response degraded,1822,63,20,Medium
Capacity report generated,0,9,0,Informational
Monitoring alert review,0,39,0,Informational
Cache miss increase,7554,57,29,Medium
Search response degraded,2289,73,7,Medium
SSL expires in 10 days,0,45,0,Informational
Disk usage warning,1778,60,9,Low
CPU threshold warning,8,49,3,Low
Regional service degradation,18269,88,44,High
SSL expires in 10 days,0,47,0,Informational
Production database down,77616,90,65,Critical
Capacity report generated,0,5,0,Informational
Intermittent connection issues,3857,62,17,Medium
CPU threshold warning,1431,61,2,Low
Message queue backlog,17649,89,50,High
SSL expires in 10 days,0,5,0,Informational
Login API timeout,25367,77,40,High
Authentication service outage,29663,88,60,Critical
Routine maintenance notice,0,30,0,Informational
Cache miss increase,7086,73,13,Medium
Intermittent connection issues,1746,77,18,Medium
Backup delay detected,1020,58,9,Low
Disk usage warning,1081,74,5,Low
Payment gateway unavailable,98325,85,87,Critical
Regional service degradation,29475,92,26,High
Payment gateway unavailable,52331,93,52,Critical
Core API crash,33464,92,60,Critical
Intermittent connection issues,9181,59,17,Medium
Routine maintenance notice,0,31,0,Informational
Monitoring alert review,0,28,0,Informational
Cache miss increase,9996,57,21,Medium
Routine maintenance notice,0,33,0,Informational
Production database down,74776,88,94,Critical
Disk usage warning,1306,35,2,Low
Capacity report generated,0,5,0,Informational
Disk usage warning,541,71,2,Low
Backup delay detected,667,50,3,Low
Intermittent connection issues,6469,65,27,Medium
Capacity report generated,0,35,0,Informational
Memory usage elevated,194,71,9,Low
Search response degraded,1598,61,27,Medium
Login API timeout,6958,77,59,High
Payment gateway unavailable,72305,99,61,Critical
Backup delay detected,132,67,3,Low
High error rate detected,6409,77,43,High
Cache miss increase,4252,68,21,Medium
Payment gateway unavailable,81734,91,61,Critical
Message queue backlog,24989,94,29,High
CPU threshold warning,388,49,5,Low
Intermittent connection issues,8688,75,14,Medium
CPU threshold warning,1965,39,0,Low
Authentication service outage,61413,89,53,Critical
Production database down,94973,96,55,Critical
SSL expires in 10 days,0,14,0,Informational
Monitoring alert review,0,5,0,Informational
Memory usage elevated,1488,49,6,Low
Disk usage warning,1732,53,3,Low
Backup delay detected,1425,53,8,Low
Authentication service outage,12229,94,94,Critical
High error rate detected,9954,79,31,High
Intermittent connection issues,7556,68,28,Medium
Cache miss increase,5948,72,14,Medium
Backup delay detected,82,37,5,Low
Monitoring alert review,0,40,0,Informational
Search response degraded,7987,60,11,Medium
Backup delay detected,505,59,7,Low
Message queue backlog,12203,83,31,High
Capacity report generated,0,41,0,Informational
Disk usage warning,444,56,5,Low
Memory usage elevated,1166,58,2,Low
Login API timeout,21947,81,46,High
Core API crash,22759,95,55,Critical
Elevated latency observed,1018,59,15,Medium
Monitoring alert review,0,44,0,Informational
Login API timeout,23681,95,49,High
CPU threshold warning,1644,44,8,Low
CPU threshold warning,1448,68,0,Low
Regional service degradation,4909,75,31,High
Regional service degradation,27556,85,31,High
Authentication service outage,44775,85,65,Critical
